text,score,sentimen
acara lp buka resmi ketua kwartir daerah aceh muzakir manaf mualem lapang utama pesantren nurul islam blang rakal riah  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,4,Positif
prosesi peusijuk calon pimpin aceh muzakir manaf mualem fadhlullah dek fadh,0,Netral
prosesi peusijuk calon pimpin aceh muzakir manaf mualem fadhlullah dek fadh khidmat hadap tokoh agama masyarakat aceh  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,-1,Negatif
mualem komitmen undang investor negeri bangun industri aceh cipta lapang kerja masyarakat  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,3,Positif
mualem dek fadh rencana bangun sekolah sekolah vokasi kabupaten program sesuai potensi daerah  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,4,Positif
mualem ajak dukung program pramuka pesantren cipta generasi unggul aceh  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,1,Positif
dek fadh target raih persen suara aceh tenggara yakin dukung lokal pasang mualem dek fadh  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,5,Positif
dek fadh arak posko mualem center pakai adat khas suku alas bulang bulu simbol hormat budaya lokal  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,3,Positif
muzakir manaf mantan panglima gam milik peran proses damai aceh anggap simbol rekonsiliasi kuat aceh  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,3,Positif
mualem kunjung sekretariat gampong ude teunom temu masyarakat tim menang bangun semangat kerja kuat  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,1,Positif
silaturahmi penuh makna calon gubernur aceh mualem kunjung diam abu serambi aceh meulaboh  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada kwsi,1,Positif
mualem restu prosesi peusijuk ulama  restu simbol satu semangat mualem lanjut abdi aceh  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,1,Positif
temu penuh berkah ulama aceh barat acara maulid nabi bicara visi terap nilai nilai syariat islam wilayah aceh  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,8,Positif
mualem temu abu serambi diam beliau komitmen aceh barat maju sejahtera  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,1,Positif
mualem harap sinergi perintah ulama jalin sejahtera masyarakat aceh bangun sosial budaya ekonomi  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,2,Positif
rawan percaya pasang mualem dek fad bawa ubah nyata positif masyarakat lhokseumawe  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,2,Positif
abuya mawardi waly peusijuek cagub aceh mualem danamp,0,Netral
mualem dek fadh inisiatif kenal program inovatif dukung ekonomi sok i,1,Positif
mualem dek fadh inisiatif kenal program inovatif dukung ekonomi masyarakat kembang sumber daya manusia  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,3,Positif
janji panjang otsus aceh bantu koneksi perintah pusat poin kuat paslon mualem dek fadh  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,3,Positif
muzakir manaf tekan hubung langsung prabowo subianto anggap unggul juang panjang otonomi khusus otsus aceh  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,2,Positif
tampil mualem dek fadh debat perdana yakin tingkat dukung rakyat aceh dorong elektabilitas pasang pilgub aceh  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,5,Positif
pasang mualem dek fadh paham hadap aceh sesuai tema debat tawar solusi relevan  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,3,Positif
mualem tutup debat pantun bahasa melayu tekan agama pimpin respons riah audiens  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,0,Netral
pasang mualem dek fadh janji keluar kartu santri tingkat literasi alquran aceh solusi usul kait rendah mampu baca alquran  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,2,Positif
mualem dek fadh unggul solusi konkret masalah hadap aceh kait sosial ekonomi  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,3,Positif
pasang mualem dek fadh nilai menang telak skor tonton iskandarsyah warga aceh malaysia  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,0,Netral
pasang mualem dek fadh banyak didik vokasi aceh tingkat sdm aceh saing kancah nasional internasional aceh sahabatmualem mualemdekfadh pastimenang,2,Positif
duel panas debat pilgub aceh mualem fadhullah menang telak lawan bustami fadhil  pilkadajakarta pilkadaserentak pilkada amandamai aceh percepatanpembangunanprabowo timelessworldinjakarta iran,-1,Negatif
pilkadaaceh milik visi misi kongkret partai sira nilai pasang mualem dek fadh unggul debat via,5,Positif
mualem om bus suruh tes skd rasa tepongkeng cari kerja cukop capekk seleksi lihat calon gubernur debat capek,0,Netral
pasang mualem dek fadh banyak didik vokasi aceh tingkat sdm aceh saing kancah nasional internasional aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,2,Positif
adi laweung mualem dek fadh unggul debat,2,Positif
mualem dek fadh sambut menlu sugiono bandara iskandar muda,0,Netral
keras perempuan anak tingkat solusi bustami mualem masakininews,1,Positif
muzakir manaf tutup debat jumat pantun penuh nasihat  pantun sorot pandang pimpin milik landas agama kuat aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,1,Positif
program kartu santri besut mualem dek fadh target tingkat minat baca alquran masyarakat aceh anak anak orang dewasa  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,1,Positif
mualem dek fadh komitmen tingkat mandiri ekonomi daerah fokus kembang sektor sektor unggul aceh  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,1,Positif
mualem dek fadh fokus tingkat kualitas jaring digital cepat bangun sektor didik ekonomi layan publik efisien transparan  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju,5,Positif
pasang mualem dek fadh komitmen akselerasi infrastruktur jaring aceh kota pelosok aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,0,Netral
mualem dek fadh terima kunjung singkat menlu sugiono bandara sultan iskandar muda blang bintang aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,-1,Negatif
mualem dek fadh sambut hangat menteri negeri sugiono transit bandara sultan iskandar muda aceh aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada,0,Netral
om bus panjang dana otsus mualem prabowo,2,Positif
pimpin dayah tawajjoh warga dukung mualem salem aceh jaya,2,Positif
mualem afk,0,Netral
jubir mualem timses cengeng anak muzakirmanaffadhullah pilkadaaceh popularitascom,-2,Negatif
pasang calon mualem dek fadh infrastruktur jaring fokus utama bangun aceh aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh nomor acehmaju hbbsff,2,Positif
ngedit mualem mualem malam,-1,Negatif
mualem nyoe i taufik kak woe dayah,0,Netral
pande mualem suruh omong wakil,-2,Negatif
jam debat politik aceh mualem vs om bus live youtube,1,Positif
mualem damai damba masyarakat aceh,0,Netral
banda aceh money politik bendung akibat ulah politikus kotor rusak moral nilai sendi sendi demokrasi laku intimidasi politik uang capai tuju kuasa ,-3,Negatif
kumpul ktp indikasi praktik politik uang  politik uang pilkada tindak pidana proses hukum pilkada politikuang,-1,Negatif
sahabatbawaslu himbauan anggota panwaslih aceh tolak politik uang demokrasi,-3,Negatif
repostpanwaslih aceh tolak politik uang pilih cerdas lahir pimpin kualitas ayo tps november mengawasiuntukdemokrasi bawasluri panwaslihaceh panwaslihacehbaratdaya pilkada salamawas ayoawasibersama bawasluberkolaborasi,0,Netral
gagah that ngon nyan  sep peng mifa   nyata bukti mifa politik uang milu legeslatif kemarin,-2,Negatif
baik cepat biaya korban uang sdm nyawa alam politik hukum ham prosedur derita aib ,-4,Negatif
bawaslu harap politik uang masuk kategori jahat berat alas,-3,Negatif
daftar kip aceh timur firman dandi abati aramiah singgung politik uang,-1,Negatif
ancam politik uang khawatir jelang pilkada aceh bnetwork,-1,Negatif
jatim ajar aceh anti politik uang,-2,Negatif
juli uruek anoe desa siaga anti korupsi danamp,-2,Negatif
aceh singkil sandang status daerah miskin mahasiswa ingat warga bahaya politik uang,-4,Negatif
desain desa demokrasi partisipatif strategi cegah politik uang,0,Netral
fikri arkhdan aqila materi sosialisasi didik pilih pilkada  masyarakat milik peran sukses milu money politics politik uang ujung buruk negara pungkas ,-2,Negatif
potensi rawan pilkada aceh selenggara netral politik uang,0,Netral
politik uang pemilukada aceh niscaya bnetwork,-1,Negatif
hukum mati koruptor  basmi politik uang  khusus mikir rakyat,-2,Negatif
bareskrim polri selidik uang narkoba caleg aceh tamiang politik bnetwork,-1,Negatif
bareskrim polri selidik uang narkoba caleg aceh tamiang politik bareskrimpolri calegdprkacehtamiang popularitascom,-1,Negatif
yth cq hina survei travel lihat bl amp,0,Netral
yth cq anti politik uang rp  aju pilkada tanggal prov aceh anti korupsi bid barge int l pabrik kupi sawit investasi rp  t quick ,-6,Negatif
yth cq anti politik uang rp  aju pilkada tanggal nov prov aceh anti korupsi bid barge int l pabrik kupi sawit e orang investasirp  t quick ,-6,Negatif
yth cq anti politik uang rp  aju pilkada tanggal prov aceh anti korupsi bid barge int l pabrik kupi sawit e orang investasi rp  t quick ,-6,Negatif
yth dir cab telkom keluarga harus info no kalah aju oknum bank bank aceh politik uang phk kapolda kapolres kab kota,-6,Negatif
yth dir cab telkom keluarga harus info no kalah aju oknum bank bank aceh politik uang phk asn pns kab kota aceh gayo,-6,Negatif
sur dengar ya   cundang  kata kau sur aku orang aceh ya   sampah politik  gara juta galir uang partai nasdem  ,0,Netral
uji coba sih ok coba uang darimana  aceh pakai uang sumbang orang tua  beban  cuman senjata politik dirinci skema biaya  rp jawa rp papua ,-2,Negatif
selfie si si universitas ilmu politik hak angket bodoh hasil rekap selesai caleg caleg politik uang kuat bank aceh ,1,Positif
bentuk curang pilpres hasil  surat suara coblos surat suara hilang bawa surat suara coblos tps langgar pidana aceh politik uang ,0,Netral
daerah makan gimick bansos politik uang sumbar aceh,-1,Negatif
jujur turun aceh  pulang aceh bicara bang orang aceh pengaruh politik uang ambil uang pilih  orang aceh tuh seru b,-3,Negatif
uang politik jujur  sedih kelas anies pilih rakyat proud of you sumut aceh sumbar dki jakarta,-3,Negatif
kapolresta b aceh serta tim gakkumdu kota b aceh menghimbau masyarakat tolak politik uang milu,-3,Negatif
politik uang money politic pilih milu pilih kepala daerah pilkada  terima serang fajar malam ,-4,Negatif
panwaslih banda aceh himbau masyarakat tolak politik uang kabar aktual,-1,Negatif
teungku dayah masyarakat ajak lawan politik uang milu eka januar,1,Positif
jelang h panwaslih banda aceh ajak masyarakat tolak politik uang,0,Netral
jelang h panwaslih banda aceh ajak masyarakat tolak politik uang aceh,0,Netral
panwaslih banda aceh patroli keliling kampung cegah politik uang,0,Netral
potensi politik uang libat aparatur desa aceh tingkat jelang coblos,2,Positif
tangerang cermat politik uang tenang,-1,Negatif
tren libat kades politik uang aceh persen rmol,-1,Negatif
tren libat kades politik uang aceh persen kades politikuang aceh rmol,-1,Negatif
jahat politik teungku dayah masyarakat ajak lawan politik uang ,-2,Negatif
milu panwaslih aceh antisipasi politik uang libat aparatur desa adadikompas h,-1,Negatif
panwaslih aceh antisipasi politik uang libat aparatur desa milu adadikompas,-1,Negatif
ikut hati  politik uang  mari dengar wejang prabowo kuasa gemoy ,-1,Negatif
milu hindaripolitikuang masyarakat temu langgar politik uang lapor awas milu ketua panwaslih aceh selatan deri friadi,1,Positif
andai tau partai usung milik suara aceh  suruh pilih suruh pilih caleg partai usung mau mungkin politik uang luluh hati presiden,-4,Negatif
bawaslu aceh ingat warga tolak politik uang,-2,Negatif
bawaslu kabupaten aceh barat daya abdya provinsi aceh masyarakat tolak lapor praktek politik uang money politic jelang tenang milu ,0,Netral
milu martabat politik uang,0,Netral
lapor sentra gakkumdu polresta banda aceh politik uang milu,0,Netral
ulama hindar politik uang,0,Netral
temu politik uang lapor sentra gakkumdu polresta banda aceh,1,Positif
politik uang money politic upaya pengaruh pilih pilih voters selenggara milu imbal materi  paham politik uang salah bentuk suap ,-2,Negatif
 lapor sentra gakkumdu polresta banda aceh politik uang milu sentra gakkumdu polresta banda aceh gencar sosialisasi edukasi masyarakat kait milu anti politik uang langgar ,-1,Negatif
praktik politik uang lapor sentra gakkumdu banda aceh  politikuang popularitascom,0,Netral
lapor sentra gakkumdu polresta banda aceh politik uang milu sentra gakkumdu polresta banda aceh gencar sosialisasi edukasi masyarakat kait milu anti politik uang langgar  bidhumaspoldaaceh,-1,Negatif
mahasiswa lhokseumawe aceh gelar aksi milu damai lhoksukon tolak politik uang via,0,Netral
ayo jaga laksana milu politik sara politik uang berita hoaks milu pemiludamai pemiludamainegerimaju milu bebashoaks milu menujuindonesiamaju,-3,Negatif
politik uang kualitas milu,0,Netral
presiden wapresmu  netijen  netijen kuasa  tolong pikir deh  jokowi maruf nampung  urus ikn pikir  uang makan apbd a,2,Positif
bukti rakyat aceh jadi komoditas politik  bokek tiket pesawat aceh uang ,-4,Negatif
politik uang milu pemiludamai pemiludamainegerimaju milu bebashoaks milu menujuindonesiamaju,-1,Negatif
panwaslih aceh timur larang politik uang kampanye,-1,Negatif
riset kaca milu serentak solusi atas politik uang jamin independensi,-1,Negatif
panwaslih aceh sosialisasi awas kampanye danamp,1,Positif
kip aceh hindar praktik politik uang kampanye,0,Netral
tolak politik uang  suara diperjualbelikan  mari bangun milu bersih adil suara rakyat sorot utama  relawanmarcell pdip pdiperjuangan bandung kimyoojung aceh mydemon,-3,Negatif
sosialisasi milu kip aceh ajak pilih mula tolak politik uang,-3,Negatif
bawaslu agara bentuk desa anti politik uang ,-1,Negatif
yth kantor cabang mohon kerjasama mou agremant janji isi tolak politik uang ambil uang pilih cagub wagub  pilih program rakyat gayo aceh,-4,Negatif
sahabatbawaslu anti politik uang i panwaslih kabupaten aceh barat daya i mengawasiuntukdemokrasi bawasluri panwaslihaceh panwaslihacehbaratdaya salamawas ayoawasibersama bawasluberkolaborasi tolakpolitisasisara pemilutanpaujarankebencian,-2,Negatif
panwaslih aceh rawan politik uang,-2,Negatif
ya allah moga bangun dana pemprov anies baswedan pasar gembrong jakarta  ayo pemprov aceh provinsi kayak  susup sumbang partai politik politik uang,0,Netral
enam efektif tangkal politik uang,0,Netral
editorial malam ironi pimpin ramah politik uang metro tv,-2,Negatif
jelang milu mahasiswa aceh paham cegah politik uang,0,Netral
ketua mpu aceh tengok faisal ali isi kaji milenial rta aceh utara hukum politik uang besok malam via,-1,Negatif
yth bebas daftar pilpres periksa pilkada politik uang rp  milliyar tum pna,-3,Negatif
uang beli cita cita ideologi sejarah juang pkb asal nu  pkb mandat kiai ulama indonesia alat politik beli  aminindonesialebihbaik sayanusayapkb,0,Netral
uang beli cita cita ideologi sejarah juang pkb asal nu  pkb mandat kiai ulama indonesia alat politik beli  aminindonesialebihbaik si,0,Netral
rangka antisipasi politik uang polri bentuk satgas khusus politikuang antipolitikuang temanpemilih antigolput dptpemilu pemiluaksesramah proporsionalterbuka pemiluserentak milu pilpres pilkada milu sesuaitahapan kpu bawaslu,0,Netral
politik uang milu,-1,Negatif
pansel bantah politik uang seleksi panwaslih aceh,-2,Negatif
akademisi kontestasi milu aceh sengit rawan politik uang,-2,Negatif
atur uu bawaslu aku sulit tindak politik uang,-1,Negatif
cek akses cek langsung  aset negara bagus bangun lawan politik karya samping  kasihan uang rakyat anggur alas kak,-2,Negatif
langgar hukum proses hukum bng parkir salah mobil angkur korupsi uang rakyat tolong bang edukasi hukum politik rakyat aceh tks wassalam,0,Netral
abang sebnernya proyek politik  asli uang segitu bikin jalur ganda jawa  jakarta bandung biar gopar cepat  sambung rel aceh lam,-4,Negatif
ayo surabaya cair uang bentuk emas batang harga ya triliun menang anies ya buat rakyat muak politik dagang sapi prisip rakyat kasih uang pilih,0,Netral
pilih sistem pilih apa potensi praktik politik uang  putus milu sistem proporsional buka,-5,Negatif
fatwa haram politik uang,-1,Negatif
cawapres kpp keluar uang safari politik,-2,Negatif
wujud milu damai mari rang hoax tolak politik uang jelang ganjarpranowo politikidentitas pemiluindonesia,-2,Negatif
nikmat uang haram e ktp berani tuduh mas gp libat detail kadrun goreng isu e ktp jatuh lawan politik ya,1,Positif
safari politik uang mu,-1,Negatif
uang ongkos politik pakai   memang kemarin jalan keliling kampung aceh papua jalan kaki    jujur orang tanggung ongkos politik pilpres ,-3,Negatif
