,cleaned,score,sentimen
2067,monitoring kampanye dalam bentuk lainya berupa pertemuan dengan tim pemenangan dan masyarakat kampung pantan nangka oleh calon wakil bupati aceh tengah nomor urut empat atas nama anda suhada di kp . pantan nangka kec . linge kab . aceh tengah,2,positive
2068,salam pengumuman nomor pl . . punya tentang hasil penerimaan laporan awal dana kampanye pemilihan bupati dan wakil bupati kabupaten aceh singkil tahun dapat dilihat dan diunduh pada atau scan barcode pada postingan,4,positive
2069,kip banda aceh batasi dana kampanye rp miliar,1,positive
2070,sementara itu ryan kautsar augustian kasubbag tekparhupmas kip aceh juga menambahkan mengenai jumlah bahan kampanye yang kemudian disepakati bersama dengan lo penghubung dari setiap pasangan calon .,2,positive
2071,hendra darmawan selaku ketua divisi sosialisasi pendidikan pemilih partisipasi dan hubungan masyarakat kip aceh menjelaskan terkait regulasi mengenai tim kampanye dan bahan kampanye .,1,positive
2072,saleum anggota kip aceh hendra darmawan pimpin rapat koordinasi terkait tim kampanye dan desain bahan kampanye berlangsung di aula kip aceh pada kamis .,2,positive
2073,rakor pengeluaran dana kampanye komisi independen pemilihan kip kota banda aceh melakukan rapat koordinasi rakor pembatasan pengeluaran dana kampanye di kantor kip kota banda aceh selasa . selengkapnya,0,neutral
2074,salam kip kabupaten aceh singkil melaksanakan rapat koordinasi pembatasan pengeluaran dana kampanye dalam pemilihan bupati dan wakil bupati kabupaten aceh singkil tahun rabu,-2,negative
2075,salam kip kabupaten aceh singkil menggelar deklarasi kampanye damai pemilih bupati dan wakil bupati aceh singkil tahun bertempat di lapangan alun alun singkil pada selasa,-3,negative
2076,tujuan dari rapat ini adalah untuk membahas pembatasan pengeluaran dana kampanye guna memastikan kampanye berlangsung transparan sesuai regulasi dan mencegah praktik yang melanggar aturan terkait pengeluaran kampanye .,5,positive
2077,komisi independen pemilihan kip kabupaten aceh besar menggelar rapat koordinasi mengenai pembatasan pengeluaran dana kampanye pada pemilihan bupati dan wakil bupati aceh besar tahun . rapat tersebut dilaksanakan di hotel ilona ingin jaya .,3,positive
2078,rapat ini bertujuan untuk menyepakati lokasi lokasi yang akan digunakan untuk pemasangan alat peraga kampanye serta titik titik lokasi kampanye rapat umum agar tertib dan sesuai dengan aturan yang berlaku dalam pelaksanaan pemilihan tahun .,2,positive
2079,komisi independen pemilihan kip kabupaten aceh besar menggelar rapat koordinasi terkait lokasi pemasangan alat peraga kampanye dan lokasi kampanye rapat umum untuk pemilihan bupati dan wakil bupati aceh besar tahun .,5,positive
2080,muzakir manaf mendukung deklarasi kampanye damai yang mengedepankan pemilihan yang jujur adil dan damai sesuai dengan ikrar yang disampaikan oleh ketua kip aceh .,1,positive
2081,muzakir manaf siap menjaga kampanye yang bersih tanpa menyebarkan berita bohong menghindari penggunaan isu isu sara serta menjauhi politik uang .,-5,negative
2082,pasangan muzakir manaf dan dek fadh mengusung tagline aceh yang islami maju bermartabat dan berkelanjutan dalam kampanye mereka menggambarkan visi mereka untuk masa depan aceh .,4,positive
2083,kapolres pidie jaya menghadiri kegiatan rapat koordinasi kip bersama forkopimda terkait pemasangan alat peraga kampanye pemilihan bupati amp,4,positive
2084,cie yang lagi bantu kakak nya kampanye . cc,2,positive
2085,cabup cawabup aceh barat deklarasi kampanye damai,0,neutral
2086,deklarasi kampanye damai pilkada aceh tahun pj gubernur safrizal bacakan puisi damailah anak anak indatu,-3,negative
2087,pj gubernur safrizal bacakan puisi ketimbang pidato saat deklarasi kampanye damai pilkada aceh e,-1,negative
2088,kampanye damai di aceh promosi program bukan hujat lawan politik,-1,negative
2089,saiful ketua kip aceh membuka acara tersebut dan memimpin pembacaan naskah deklarasi kampanye damai yang diikuti oleh setiap pasangan calon gubernur dan wakil gubernur aceh tahun .,0,neutral
2090,saleum kip aceh menggelar deklarasi kampanye damai pemilih gubernur dan wakil gubernur aceh tahun bertempat di the pade hotel aceh besar pada selasa malam .,-1,negative
2091,kip aceh barat selenggarakan kampanye damai berharap tidak ada intimidasi politik,0,neutral
2092,setda banda aceh banda aceh deklarasi kampanye damai pilwakot,0,neutral
2093,banda aceh deklarasi kampanye damai pilwakot,0,neutral
2094,kip deklarasi kampanye damai pilkada kabupaten aceh selatan bersama empat paslon komitmen tanpa hoax sara dan politik uang jaiac,-3,negative
2095,setda banda aceh deklarasi kampanye damai pemilihan wali kota dan wakil wali kota banda aceh,-3,negative
2096,deklarasi kampanye damai pemilihan wali kota dan wakil wali kota banda aceh,-3,negative
2097,selasa september kejaksaan negeri aceh singkil diwakili oleh kasubsi idpolsosbudhankam iqbal risha ahmadi s.h . menghadiri kegiatan deklarasi kampanye damai pada pemilihan kepala daerah tahun bertempat di alun alun aceh singkil,-4,negative
2098,polres bireuen menggelar pengamanan jalannya rapat pleno terbuka pengundian dan penetapan nomor urut pasangan calon bupati wakil bupati bireuen tahun serta kegiatan deklarasi kampanye damai pemilihan bupati dan wakil bupati bireuen tahun,2,positive
2099,ini nomor urut paslon bupati wakil bupati aceh jaya lusa hingga november masa kampanye via,2,positive
2100,tidak menandatangi kesepakatan menjalankan mou helsinki selama ini gubernur terpilih hanya saat kampanye berjanji jalankan mou hensinki setelah pelantukan kak tuwoe . kenapa mou nyan menjadi syarat penting ? ?,1,positive
2101,babinsa kodim agara apel siaga dan patroli pengawasan jelang kampanye pilkada . kutacane babinsa kodim agara mengikuti kegiatan apel siaga dan patroli pengawasan menjelang kampanye pilkada tahun di makodim agara jl cut nyak dhien kutacane .,5,positive
2102,rakor kampanye dan dana kampanye komisi independen pemilihan kip kota banda aceh melaksanakan rapat koordinasi rakor dan sosialisasi kampanye dan dana kampanye serta aplikasi.selengkapnya,5,positive
2103,sementara ryan kautsar augustian kasubbag tekhupmas kip aceh menerangkan alur dan proses penggunaan aplikasi sikadeka untuk alat bantu dalam tahapan kampanye dan dana kampanye .,3,positive
2104,saleum kip aceh melaksanakan sosialisasi regulasi pelaporan dana kampanye amp,3,positive
2105,salam kip kabupaten aceh singkil melaksanakan bimbingan teknis pelaksanaan regulasi kampanye dan pembukaan rekening khusus dana kampanye serta pelaporan dana kampanye pada pemilihan bupati dan wakil bupati kabupaten aceh singkil tahun kamis,3,positive
2106,hendra darmawan selaku ketua divisi sosialisasi pendidikan pemilih partisipasi dan hubungan masyarakat kip aceh menyampaikan materi mengenai regulasi dan kebijakan tentang kampanye pemilihan tahun .,0,neutral
2107,muhammad sayuni ketua divisi teknis penyelenggaraan kip aceh menyampaikan memimpin pelaksanaan kegiatan tersebut pada selasa terkait regulasi dan kebijakan tentang pelaporan dana kampanye,5,positive
2108,saleum kip aceh melaksanakan bimbingan teknis pelaksanaan regulasi kampanye dan pelaporan dana kampanye untuk mewujudkan pemilihan serentak nasional tahun yang partisipatif terbuka dan berakuntabilitas publik september di ayani hotel banda aceh .,6,positive
2109,calon wakil walikota aceh afdhal silaturahmi dan diskusi dengan warga di setui sekitar krueng daroy banda aceh . illiza afdhal gencarkan kampanye fokus ke isu ekonomi infrastruktur air jalan jembatan dan pendidikan,-2,negative
2110,imran pase ajak semua timses dan simpatisan muallem menangkan kampanye cyber di seluruh media online dan media sosial,4,positive
2111,pasangan mbs mulai kampanye di piyeung montasik dan gampomg gampong di aceh besar . musannif sanusi berkompetisi dengan dua tokoh mantan aceh merdeka adun dan muharram di pilkada bupati aceh besar,1,positive
2112,memang ya enggak di pusat sampai di daerah demokrasi makin rusak . lagi ramai di aceh . alhudri mm seorang asn yang menjabat staf ahli gubernur terang terangan berorasi mendukung cagub muzakir manaf saat kampanye tanggal september lalu . ngawur .,2,positive
2113,pengurus p se aceh dukung dan kampanye untuk panglima mualem di pilkada gubernur aceh,3,positive
2114,biasa njan bang motto kampanye sigolom terpilih . ek buuy mandum luat bak ta ding,-1,negative
2115,tanda tanda kerusakan aceh kedepan nih jangan sampai aceh dipimpin model begini amit amit . masa asn aceh macam alhudri ikut kampanye dukung muzakir manaf ? cc,-1,negative
2116,di aceh pernah terjadi coblos semua khususnya untuk dpri tanpa ada kampanye untuk mncoblos semua .,1,positive
2117,afdhal beri semangat kader gerindra banda aceh periapan kampanye pilkada walikota banda aceh,1,positive
2118,lah katanya malas layanin anak abah tapi bawa nama abah ke aceh di aceh itu anak abah tulen di sana tanpa anda jelaskan dan kampanye pun ada sana mereka akan tetap memilih abah,2,positive
2119,gunakan fasilitas negara untuk kampanye bustami hamzah sudah menyalahgunakan kewenangannya saat menjadi pj gubernur aceh,1,positive
2120,watee kampanye koh boh leumo watee kak jeut keu gubernur prut rakyat jikoh ingat watee jih manteng menjabat hana kemajuan meu bacut ..,0,neutral
2121,dua propinsi dki dan propinsi aceh dan basis p tahun mirisnya semua elemen dikerahkan untuk memenangkan golkar dengan berbagai cara kemarahan masyarakat terjadi pada kampanye golkar dilapangan banteng dengan artis aneka ria safarinya ed,1,positive
2122,asn boleh hadir di kampanye pilkada . tidak boleh ikut kampanye,2,positive
2123,seorang ulama besar aceh tiba tiba digandeng jadi calon wakil gubernur . baliho mulai ditebar . kampanye mulai direncanakan . dan kemarin beliau wafat . kurasa ia telah diselamatkan dari kotornya dunia politik . semoga husnul khatimah teungku .,0,neutral
2124,arus pln mati kandidat partai aceh kampanye kreatif pakai hp,2,positive
2125,di landa musibah illiza stop melakukan aktifitas kampanye . ibunda illiza hj hamriah meninggal dunia di rsuza kota banda aceh pz,-1,negative
2126,anies disewain nasdem private jet buat efisiensi kampanye karena kgk ada direct flight dari aceh ke padang . kaesang punya urgensi apa ? buat foya doang ke us lagi yang penerbangannya jam lebih .,0,neutral
2127,koordinator divisi pencegahan partisipasi masyarakat dan hubungan masyarakat bapak m. alhamda menghadiri launching pemetaan kerawanan pemilihan serentak tahapan pencalonan kampanye dan pungut hitung,3,positive
2128,muallem makan nasi guri bungkus untuk breakfast sebelum ikut acara kampanye,2,positive
2129,irwandi kampanye untuk muallem di pilkada gubernur aceh,1,positive
2130,semua itu isu lama enggak ada yang baru mau gonta ganti pemimpin kali lagi tetap begitu begitu saja . cuma jadi jargon kampanye saja .,0,neutral
2131,bustami enggak mau mundur sebagai pj gub tapi keliling kampanye dengan fasilitas negara,1,positive
2132,dandim agara berikan penekanan menjelang kampanye pilkada dan pengamanan pon xxi aceh sumut . kutacane komandan kodim agara melaksanakan apel gabungan bersama posramil darul hasanah dan posramil ketambe yang bertempat di posramil darulhasanah desa mas lama .,0,neutral
2133,kalo mau menang nyalon ada sumbar atau aceh enggak usah kampanye juga pasti menang .. tapi kenapa dia enggak mau ya,1,positive
2134,gunakan fasilitas negara untuk kampanye bustami hamzah sudah menyalahgunakan kewenangannya saat menjadi pj gubernur aceh ada cf,1,positive
2135,bpom aceh menyediakan display bahan berbahaya produk ilegal dan produk yang tidak memenuhi ketentuan tmk . edukasi langsung pembagian brosur dan kuis keamanan pangan juga turut memeriahkan kampanye ini .,3,positive
2136,bpom aceh bersama loka pom aceh selatan kembali menggelar kampanye dan penyuluhan di pasar inpres tapak tuan dan pasar simpang kiri . kegiatan ini bertujuan untuk menjamin keamanan dan mutu pangan olahan di masyarakat .,-1,negative
2137,koramil lawe alas laksanakan apel siaga jelang kampanye pilkada aceh . kutacane koramil lawe alas menggelar apel siaga mengantisipasi perkembangan situasi keamanan dan ketertiban masyarakat menjelang masa kampanye di wilayah binaan kecamatan lawe alas .,6,positive
2138,ya tujuannya lah . anies disewain nasdem buat kampanye karena kgk ada direct flight dari aceh ke padang . lah kaesang urgensinya apa ? pakai duit siapa ? dan biayanya kali lipat loh karena itungannya per jam .,1,positive
2139,irwandi yusuf dan pna partai nasional aceh ikut kampanye untuk muallem di pemilihan gubernur aceh . pertama kali partai aceh dan pna bersatu usung calon gubernur aceh . muallem juga di dukung oleh gerindra p pkb pks dan partai lokal lainnya di aceh,1,positive
2140,senin agustus kejaksaan negeri aceh tamiang laksanakan kampanye anti korupsi di kantor camat kecamatan seruway .,-1,negative
2141,harus ada uu pemilu pilkada atau pkpu melarang kampanye politik agama karena itu tidak sehat dan bisa memecah belah anak bangsa,-4,negative
2142,irwandi yusuf dan pna dukung dan kampanye untuk muallem di pilgub aceh . baru pertama kalinya partai aceh dan pna bersatu usung calon gubernur aceh,2,positive
2143,tujuannya nasdem nyewa pesawat itu buat efisiensi kampanye karena dari aceh ke padang itu enggak ada yang direct flight . lah itu pasangan tujuannya apa ?,1,positive
2144,ya tapi tujuannya nasdem nyewa pesawat itu buat efisiensi kampanye karena dari aceh ke padang itu enggak ada yang direct flight . lah itu pasangan tujuannya apa ?,2,positive
2145,ikut pilkada di sumbar atau aceh enggak usah kampanye sambil merem terpilih anis .,-1,negative
2146,aduen mukhlis mulai kampanye di aceh besar . ada pasangan di pilkada bupati aceh besar,2,positive
2147,pj kepala daerah yang ingin maju pilkada harus mundur dari status sebagai asn paling lambat hari sebelum pendaftaran pasangan calon bukan menggunakan fasilitas negara untuk kampanye,3,positive
2148,dpp pdi perjuangan kirim videotron truck untuk dpc pdi perjuangan kabupaten aceh tengah . mobile videotron digunakan untuk alat peraga kampanye apk pemenangan paslon alhudri alaidin abu abbas di pilkada kabupaten aceh tengah . sekretaris dpc pdi perjuangan aceh tengah san ul,2,positive
2149,saat pilpres anies hanya menang di provinsi aceh dan sumbar jikapun ada partai yang mau usung sebaiknya anies nyagub di aceh atau sumbar saja itu pun kalo anies dan abah mau urunan siapin dana kak,1,positive
2150,senin seksi intelejen kejari aceh besar diwakili oleh kasubsi ekpps dan staf kejaksaan negeri aceh besar melakaanakan kegiatan kampanye anti korupsi di wilayah hukum kejari aceh besar yaitu di sama darul imarah dan kantor camat darul imarah .,-4,negative
2151,kreatif kampanye perlindungan satwa lewat parade pawai budaya di banda aceh,4,positive
2152,dulu abah kebanggaan kau kampanye di pasar papua semua ibu disana bersorak lanjutkan kerja jokowi abah cuman trsenyum pahit . masif infrastruktur jkw hanya dirskan olh mereka yang pandai mensyukuri ujung aceh sampai ujung papua merasakan hasil pmbngunan . noh dngr dulu nyanyian mak medan,2,positive
2153,ayo pak jadi cagub aceh saja . bapak enggak perlu kampanye pasti menang kami bodo amat siapa gubernur asal bisa kalahin cagub dari parlok yang korup dan bodoh,0,neutral
